munci_comm,non_org,is_org,pct_is_org,total_parcels,year,class_category,place
NORTH PARK,858.0,142.0,0.142,1000.0,2011,condo,Chicago
NORTHFIELD TWP,2209.0,297.0,0.11851556264964086,2506.0,2011,condo,Suburban Cook
NORWOOD PARK,1185.0,126.0,0.09610983981693363,1311.0,2011,condo,Chicago
OAKLAND,370.0,200.0,0.3508771929824561,570.0,2011,condo,Chicago
OHARE,2516.0,244.0,0.08840579710144927,2760.0,2011,condo,Chicago
PALATINE TWP,549.0,60.0,0.09852216748768473,609.0,2011,condo,Suburban Cook
PALOS TWP,222.0,9.0,0.03896103896103896,231.0,2011,condo,Suburban Cook
PORTAGE PARK,1238.0,287.0,0.1881967213114754,1525.0,2011,condo,Chicago
ROGERS PARK,6997.0,1255.0,0.15208434318952982,8252.0,2011,condo,Chicago
ROSELAND,8.0,3.0,0.2727272727272727,11.0,2011,condo,Chicago
SOUTH CHICAGO,156.0,49.0,0.23902439024390243,205.0,2011,condo,Chicago
SOUTH DEERING,7.0,1.0,0.125,8.0,2011,condo,Chicago
SOUTH LAWNDALE,26.0,16.0,0.38095238095238093,42.0,2011,condo,Chicago
SOUTH SHORE,2594.0,826.0,0.2415204678362573,3420.0,2011,condo,Chicago
UPTOWN,11736.0,1704.0,0.12678571428571428,13440.0,2011,condo,Chicago
VILLAGE OF ALSIP,1351.0,79.0,0.05524475524475524,1430.0,2011,condo,Suburban Cook
VILLAGE OF ARLINGTON HEIGHTS,7161.0,988.0,0.12124187016811878,8149.0,2011,condo,Suburban Cook
VILLAGE OF BARRINGTON,214.0,44.0,0.17054263565891473,258.0,2011,condo,Suburban Cook
VILLAGE OF BARTLETT,1245.0,53.0,0.040832049306625574,1298.0,2011,condo,Suburban Cook
VILLAGE OF BELLWOOD,144.0,12.0,0.07692307692307693,156.0,2011,condo,Suburban Cook
VILLAGE OF BRIDGEVIEW,701.0,14.0,0.019580419580419582,715.0,2011,condo,Suburban Cook
VILLAGE OF BROADVIEW,81.0,0.0,0.0,81.0,2011,condo,Suburban Cook
VILLAGE OF BROOKFIELD,194.0,61.0,0.23921568627450981,255.0,2011,condo,Suburban Cook
VILLAGE OF BUFFALO GROVE,2882.0,93.0,0.031260504201680674,2975.0,2011,condo,Suburban Cook
VILLAGE OF BURNHAM,124.0,31.0,0.2,155.0,2011,condo,Suburban Cook
VILLAGE OF BURR RIDGE,623.0,131.0,0.17374005305039789,754.0,2011,condo,Suburban Cook
VILLAGE OF CALUMET PARK,57.0,3.0,0.05,60.0,2011,condo,Suburban Cook
VILLAGE OF CHICAGO RIDGE,1529.0,232.0,0.13174332765474162,1761.0,2011,condo,Suburban Cook
VILLAGE OF CRESTWOOD,2831.0,255.0,0.08263123784834737,3086.0,2011,condo,Suburban Cook
VILLAGE OF DOLTON,211.0,5.0,0.023148148148148147,216.0,2011,condo,Suburban Cook
VILLAGE OF ELK GROVE VILLAGE,3629.0,182.0,0.047756494358436104,3811.0,2011,condo,Suburban Cook
VILLAGE OF ELMWOOD PARK,1647.0,162.0,0.08955223880597014,1809.0,2011,condo,Suburban Cook
VILLAGE OF EVERGREEN PARK,106.0,9.0,0.0782608695652174,115.0,2011,condo,Suburban Cook
VILLAGE OF FLOSSMOOR,345.0,12.0,0.03361344537815126,357.0,2011,condo,Suburban Cook
VILLAGE OF FOREST PARK,2020.0,244.0,0.10777385159010601,2264.0,2011,condo,Suburban Cook
VILLAGE OF FRANKLIN PARK,270.0,76.0,0.21965317919075145,346.0,2011,condo,Suburban Cook
VILLAGE OF GLENCOE,160.0,6.0,0.03614457831325301,166.0,2011,condo,Suburban Cook
VILLAGE OF GLENVIEW,3056.0,132.0,0.04140526976160602,3188.0,2011,condo,Suburban Cook
VILLAGE OF GLENWOOD,667.0,55.0,0.07617728531855955,722.0,2011,condo,Suburban Cook
VILLAGE OF HANOVER PARK,431.0,81.0,0.158203125,512.0,2011,condo,Suburban Cook
VILLAGE OF HARWOOD HEIGHTS,429.0,79.0,0.15551181102362205,508.0,2011,condo,Suburban Cook
VILLAGE OF HAZELCREST,505.0,22.0,0.04174573055028463,527.0,2011,condo,Suburban Cook
VILLAGE OF HILLSIDE,286.0,170.0,0.37280701754385964,456.0,2011,condo,Suburban Cook
VILLAGE OF HOFFMAN ESTATES,2924.0,138.0,0.045068582625734814,3062.0,2011,condo,Suburban Cook
VILLAGE OF HOMEWOOD,1248.0,82.0,0.061654135338345864,1330.0,2011,condo,Suburban Cook
VILLAGE OF INDIAN HEAD PARK,933.0,45.0,0.046012269938650305,978.0,2011,condo,Suburban Cook
VILLAGE OF INVERNESS,600.0,23.0,0.03691813804173355,623.0,2011,condo,Suburban Cook
VILLAGE OF JUSTICE,692.0,13.0,0.018439716312056736,705.0,2011,condo,Suburban Cook
VILLAGE OF KENILWORTH,13.0,0.0,0.0,13.0,2011,condo,Suburban Cook
VILLAGE OF LA GRANGE,1074.0,60.0,0.05291005291005291,1134.0,2011,condo,Suburban Cook
VILLAGE OF LA GRANGE PARK,196.0,33.0,0.14410480349344978,229.0,2011,condo,Suburban Cook
VILLAGE OF LANSING,948.0,77.0,0.07512195121951219,1025.0,2011,condo,Suburban Cook
VILLAGE OF LEMONT,171.0,74.0,0.3020408163265306,245.0,2011,condo,Suburban Cook
VILLAGE OF LINCOLNWOOD,396.0,18.0,0.043478260869565216,414.0,2011,condo,Suburban Cook
VILLAGE OF LYNWOOD,347.0,27.0,0.07219251336898395,374.0,2011,condo,Suburban Cook
VILLAGE OF LYONS,413.0,180.0,0.30354131534569984,593.0,2011,condo,Suburban Cook
VILLAGE OF MATTESON,599.0,14.0,0.022838499184339316,613.0,2011,condo,Suburban Cook
VILLAGE OF MAYWOOD,103.0,58.0,0.36024844720496896,161.0,2011,condo,Suburban Cook
VILLAGE OF MELROSE PARK,293.0,78.0,0.21024258760107817,371.0,2011,condo,Suburban Cook
VILLAGE OF MERRIONETTE PARK,94.0,8.0,0.0784313725490196,102.0,2011,condo,Suburban Cook
VILLAGE OF MIDLOTHIAN,422.0,47.0,0.10021321961620469,469.0,2011,condo,Suburban Cook
VILLAGE OF MORTON GROVE,1597.0,89.0,0.0527876631079478,1686.0,2011,condo,Suburban Cook
VILLAGE OF MT PROSPECT,3886.0,339.0,0.08023668639053254,4225.0,2011,condo,Suburban Cook
VILLAGE OF NILES,2220.0,90.0,0.03896103896103896,2310.0,2011,condo,Suburban Cook
VILLAGE OF NORRIDGE,516.0,86.0,0.14285714285714285,602.0,2011,condo,Suburban Cook
